Col1,Col2,Col3,Col4,Col5,Col6,Col7
Word16 Word17 Word18 Word7,CG259,1260.0,Word785 Word764 Word26,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word42 Word43 Word5,8101,2030.0,Word804 Word805 Word806 Word899 Word1172,2018-06-30,Word563 Word580 Word581 Word232,NoDoc
Word97 Word91 Word4 Word5,18-10133,720.0,Word797 Word190,2018-08-31,Word567 Word568 Word569 Word570,Doc1
Word16 Word17 Word18 Word7,4378,1237.2,Word885 Word784 Word785,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word509 Word7,2255913,874.09,Word1955 Word1956 Word1957 Word1958 Word1959,2018-11-30,Word563 Word589 Word590,NoDoc
Word78 Word79 Word11 Word5,Z061418-07,1152.0,Word330 Word99 Word26,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,6687,320.4,Word783 Word784 Word785,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,GX138,540.0,Word255 Word791,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word48 Word3 Word4 Word5,GP20181075,450.0,Word877 Word1604,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word113 Word114 Word115 Word7,152673,4427.5,Word578 Word286 Word257 Word491,2018-11-30,Word560 Word561 Word612,Doc1
Word6 Word7,10400,470.0,Word26,2018-03-01,Word560 Word561 Word580 Word202 Word545,Doc1
Word16 Word17 Word18 Word7,3277,140.4,Word785 Word330 Word99 Word764 Word61,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word30 Word31,672196,96.0,Word978 Word780,2018-08-31,Word567 Word568 Word569 Word570,Doc1
Word38 Word4 Word39,41516288,24500.0,Word1171 Word1107 Word794 Word659 Word1200,2018-09-30,Word563 Word121 Word579,NoDoc
Word16 Word17 Word18 Word7,4153,1080.0,Word1013 Word789 Word1551,2018-03-01,Word567 Word569 Word570,Doc1
Word96 Word3 Word4 Word5,57326,200.0,Word797 Word809 Word780,2017-12-01,Word567 Word568 Word569 Word570,Doc1
Word30 Word31,660915,48.0,Word826 Word780,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word48 Word3 Word4 Word5,IM20183488,52.0,Word61,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word38 Word4 Word39,41522131,3862.5,Word121 Word836,2018-09-30,Word563 Word121 Word579,NoDoc
Word44 Word45 Word46,201811-00046,8799523.59,Word807 Word808 Word46,2018-12-31,Word563 Word250,NoDoc
Word122 Word123 Word21 Word124 Word5,PHY21917,20160.0,Word935 Word780,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,HK1038,1080.0,Word785 Word330 Word99 Word780,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word44 Word45 Word46,201805-00053-TD0,2570126.23,Word834 Word835 Word46,2018-06-30,Word563 Word121 Word579,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,15956,1272.91,Word633 Word575,2018-07-31,Word563 Word575,NoDoc
Word16 Word17 Word18 Word7,4533,699.6,Word783 Word784 Word785,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word3 Word7,70754,240.0,Word562,2018-06-30,Word563 Word366 Word562,NoDoc
Word96 Word3 Word4 Word5,87025,450.0,Word1498 Word825,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word195 Word5,HP148709,1720.0,Word190 Word1005 Word980 Word45 Word980 Word981,2018-10-31,Word563 Word366 Word56 Word4,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,10845,291.42,Word575,2017-12-01,Word563 Word575,NoDoc
Word460 Word461 Word462,525,5125.0,Word60 Word462 Word45 Word871 Word1074 Word831 Word981,2018-02-01,Word571 Word52 Word657 Word457 Word13,NoDoc
Word16 Word17 Word18 Word7,PK596,2520.0,Word330 Word99 Word26,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word24 Word22 Word4 Word5,22175,1040.0,Word1933 Word2009 Word650,2018-05-31,Word567 Word582 Word580 Word202 Word545,Doc1
Word16 Word17 Word18 Word7,2985,912.6,Word330 Word99 Word764 Word26,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word265 Word52 Word266,EOIGJIQDB080818-TTACZO,1256.85,Word658 Word912 Word609,2018-08-31,Word571 Word52 Word594 Word621 Word165 Word622 Word623,NoDoc
Word16 Word17 Word18 Word7,4373,1352.0,Word2095 Word784 Word785,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word153 Word154 Word109 Word155 Word31,060218YPRHZOXSASTXXFM,9574.15,Word1730,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word78 Word79 Word11 Word5,U022818-16,48.0,Word330 Word99 Word26,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word160 Word161 Word61 Word45 Word39,1174-3,1440.0,Word9 Word26,2018-12-31,Word560 Word561 Word366 Word562,Doc1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,65791,909.3,Word562,2018-03-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,YE1195,3780.0,Word785 Word904 Word26,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,5161,1162.8,Word1014 Word784 Word785,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,1725,324.0,Word785 Word330 Word99 Word26,2017-12-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,2728,360.0,,2018-02-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,SB1730,900.0,Word330 Word99 Word26,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word257 Word258 Word259 Word5,181017-13580,29400.0,Word1347 Word1110 Word1662,2018-11-30,Word567 Word582 Word580 Word202 Word545,Doc1
Word179 Word180 Word181 Word182,KGGSM080118,44473.31,Word330 Word1004 Word1005 Word980 Word45 Word981 Word808,2018-08-31,Word571 Word52 Word594 Word641,NoDoc
Word111 Word112 Word91 Word107 Word7,27112,11200.0,Word13 Word1062 Word871 Word1062 Word872,2018-11-30,Word567 Word582 Word107,Doc1
Word160 Word161 Word61 Word45 Word39,1174-3,1440.0,Word9 Word26,2018-12-31,Word560 Word561 Word366 Word562,Doc1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,70150,420.0,Word1595 Word539 Word1582,2018-04-01,Word563 Word580 Word581 Word232,NoDoc
Word47 Word3 Word4 Word39,2018009893,3485.0,Word60 Word99 Word26,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,2446,439.2,,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word44 Word45 Word46,201811-00046,8799523.59,Word807 Word808 Word46,2018-12-31,Word567 Word582 Word250,Doc1
Word16 Word17 Word18 Word7,1816,108.0,Word783 Word784 Word785,2017-12-01,Word563 Word564 Word9 Word26,NoDoc
Word109 Word61 Word7,150,1415.0,Word1113 Word1676 Word258 Word59,2018-02-01,Word565 Word566,NoDoc
Word78 Word79 Word11 Word5,B081418-08,16806.8,Word330 Word99 Word26,2018-09-30,Word567 Word568 Word569 Word570,Doc1
Word14 Word15,YJJPRQVRSL072618,1898.83,Word613 Word781 Word782,2018-08-31,Word571 Word52 Word616 Word617 Word579,NoDoc
Word30 Word31,666730,96.0,Word26 Word935,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,13238,620.0,Word915 Word916 Word575,2018-03-01,Word563 Word575,NoDoc
Word54 Word3 Word4,MSS67545,314.0,Word797 Word190 Word99 Word602,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,16751,271.94,Word633 Word575,2018-08-31,Word563 Word575,NoDoc
Word40 Word41 Word4 Word5,1655,1295.5,Word802 Word278 Word1242 Word1468,2018-06-30,Word567 Word582 Word580 Word202 Word545,Doc1
Word356 Word13,Z3081,39388.0,Word13 Word794,2018-10-31,Word52 Word330 Word566,NoDoc
Word286 Word287 Word288 Word39,51418061143,4575.0,Word132 Word878 Word1323,2018-08-31,Word560 Word561 Word612,Doc1
Word347 Word10 Word5,8712,3150.0,Word681 Word1349,2018-05-31,Word571 Word52 Word657 Word457 Word13,NoDoc
Word42 Word43 Word5,8528,155.0,Word562 Word1327 Word809 Word1328,2018-11-30,Word563 Word366 Word562,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64750,52.52,Word944 Word945,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word116 Word117 Word118 Word119 Word7,150832,384.0,Word51 Word794 Word562 Word1160,2018-04-30,Word563 Word580 Word581 Word232,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80O+11,195.0,Word61,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,5171,972.0,Word992 Word784 Word785,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word113 Word114 Word115 Word7,140970,340.0,Word578 Word791,2018-01-01,Word560 Word561 Word366 Word562,Doc1
Word41 Word125 Word34 Word5,131,3350.0,Word278 Word702 Word772,2018-01-01,Word567 Word582 Word580 Word202 Word545,Doc1
Word78 Word79 Word11 Word5,T021418-15,64.0,Word330 Word99 Word26,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,4537,789.6,Word785 Word330 Word99 Word26,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word42 Word43 Word5,7872,290.0,Word804 Word805 Word806,2018-04-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,3406,1068.0,Word992 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,1508,127.4,Word1031 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word73 Word4 Word5,6195,284.0,Word838 Word53,2018-10-31,Word563 Word589 Word590,NoDoc
Word38 Word4 Word39,41503944,3862.5,Word1171 Word1107 Word794 Word659 Word1295,2018-07-31,Word563 Word121 Word579,NoDoc
Word113 Word114 Word115 Word7,150923,3348.75,Word578 Word794,2018-09-30,Word560 Word561 Word366 Word562,Doc1
Word16 Word17 Word18 Word7,4739,1574.4,Word924 Word784 Word785,2018-05-31,Word567 Word568 Word569 Word570,Doc1
Word74 Word75 Word44 Word5,OIA00128,269111.58,Word840 Word841 Word842 Word843,2016-10-01,Word563 Word600 Word601 Word602,NoDoc
Word109 Word61 Word7,127,1641.6,Word689 Word780 Word9,2017-12-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3951,1510.0,Word1089 Word784 Word785,2018-03-01,Word567 Word568 Word569 Word570,Doc1
Word116 Word117 Word118 Word119 Word7,149305,452.1,Word51 Word794,2018-04-01,Word563 Word580 Word581 Word232,NoDoc
Word30 Word31,679828,48.0,Word61,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,1960,117.0,Word564 Word9 Word26,2017-12-01,Word563 Word564 Word9 Word26,NoDoc
Word108 Word109 Word45 Word5,1167,67228.5,Word1338 Word1339 Word785,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word221 Word222 Word128,11614,2194.0,Word744 Word1052,2018-09-30,Word647 Word648 Word649,NoDoc
Word235,ERD100518ZFZST,235966.33,Word639 Word684 Word1319 Word1320,2018-10-31,Word571 Word52 Word733 Word734 Word85 Word613,NoDoc
Word16 Word17 Word18 Word7,4631,1641.6,Word787 Word784 Word785,2018-05-31,Word567 Word568 Word569 Word570,Doc1
Word30 Word31,681321,630.0,Word123 Word190,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64986,105.0,Word851 Word855 Word654,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word108 Word109 Word45 Word5,1169,57646.5,Word869 Word870 Word785,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word116 Word117 Word118 Word119 Word7,147388,576.0,Word51 Word794 Word562,2018-04-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,3316,601.2,Word785 Word330 Word99 Word61,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word38 Word4 Word39,41477043,9935.52,Word1021 Word1022 Word794,2018-03-01,Word563 Word121 Word579,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,65967,420.0,Word1120 Word1450 Word1072,2018-03-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,4479,410.4,Word783 Word784 Word785,2018-06-30,Word567 Word568 Word569 Word570,Doc1
Word285 Word353 Word44 Word5,217157,920.0,Word681 Word1363,2018-03-01,Word571 Word52 Word636 Word707 Word613,NoDoc
Word78 Word79 Word11 Word5,A031418-16,192.0,Word330 Word99 Word764 Word780,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word122 Word123 Word21 Word124 Word5,DEZ19619,360.0,Word61,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,5064,1489.2,Word330 Word99 Word764 Word26,2018-04-30,Word567 Word568 Word569 Word570,Doc1
Word50 Word51 Word4 Word5,1624,170.0,Word797 Word190,2018-11-30,Word567 Word582 Word366 Word562,Doc1
Word16 Word17 Word18 Word7,QP1900,180.0,Word783 Word894 Word764 Word26,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word522 Word47 Word22 Word23 Word119,12118950,1819.0,Word633 Word575,2018-12-31,Word52 Word330 Word566,NoDoc
Word193 Word311 Word214 Word4 Word7,6210096080,1094.8,Word26,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word223 Word60 Word65 Word4 Word7,3266,3525.5,Word827 Word791,2018-06-30,Word52 Word330 Word566,NoDoc
Word59 Word60 Word61 Word5,1016,1741.5,Word924 Word826 Word1500 Word978,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word44 Word45 Word46,201811-00046,8799523.59,Word807 Word808 Word46,2018-12-31,Word563 Word575,NoDoc
Word179 Word180 Word181 Word182,HTTTE080118-IIFZ,44473.31,Word979 Word836 Word980 Word45 Word981 Word808,2018-08-31,Word571 Word52 Word594 Word641,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80L+11,15533.75,Word1502 Word784 Word568 Word650,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,2168,421.2,Word959 Word784 Word785,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word3 Word7,70522,315.0,Word800 Word805 Word810,2018-05-31,Word563 Word366 Word562,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80O+11,35.0,Word1063 Word784 Word785,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word156 Word157 Word7,1573512,1085.94,Word633 Word575,2017-12-01,Word563 Word575,NoDoc
Word89 Word44 Word5,66801268,5293.2,Word608 Word613,2018-06-30,Word563 Word608 Word609,NoDoc
Word320 Word321 Word4 Word5,9558,91055.0,Word1757 Word805 Word1758 Word1759,2018-01-01,Word567 Word582 Word41 Word319,Doc1
Word40 Word41 Word4 Word5,1863,4500.0,Word802 Word1237 Word888,2018-07-31,Word567 Word582 Word366 Word562,Doc1
Word316 Word317 Word65 Word5,84688,15116.5,Word1247 Word1205 Word1248 Word1017,2018-08-31,Word576 Word689 Word295 Word690 Word691,Doc3
Word106 Word107 Word7,83025-3,2845.0,Word777 Word699 Word717 Word699 Word808,2018-05-31,Word563 Word366 Word562,NoDoc
Word160 Word161 Word61 Word45 Word39,1053-4,390.0,Word826 Word780,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word90 Word91 Word92 Word7,107495,4405.0,Word204 Word1003 Word888,2018-01-01,Word567 Word582 Word583 Word584 Word585 Word586,Doc1
Word74 Word75 Word44 Word5,GEC00128,269111.58,Word840 Word841 Word842 Word843,2016-10-01,Word563 Word600 Word601 Word602,NoDoc
Word144 Word145 Word146 Word147 Word7,125455,660.0,Word1555 Word699 Word1895,2018-05-31,Word563 Word366 Word562,NoDoc
Word391 Word9 Word369,1024,19300.08,Word689 Word125,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,CM1715,5040.0,Word785 Word904 Word26,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word111 Word112 Word91 Word107 Word7,27008,9940.0,Word1185 Word791,2018-02-01,Word567 Word582 Word107,Doc1
Word16 Word17 Word18 Word7,3372,1281.6,Word787 Word784 Word785,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word241 Word242 Word243 Word143 Word39,121517-17,2235.6,Word949 Word991,2018-01-01,Word571 Word52 Word618 Word619 Word13,NoDoc
Word42 Word43 Word5,8098,1900.0,Word1283 Word1284 Word338 Word878,2018-07-31,Word560 Word611 Word612,Doc1
Word19 Word20 Word21 Word22 Word23 Word5,16841,979.15,Word575,2018-08-31,Word563 Word575,NoDoc
Word464 Word22 Word4 Word7,1186572,142000.0,Word702 Word1331 Word791,2018-05-31,Word565 Word566,NoDoc
Word16 Word17 Word18 Word7,NN2133,900.0,Word785 Word959 Word784 Word165 Word948,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word24 Word22 Word4 Word5,23293,595.0,Word975 Word976,2018-11-30,Word563 Word132 Word610,NoDoc
Word90 Word91 Word92 Word7,106948,10010.0,Word204 Word1003 Word888,2018-01-01,Word567 Word582 Word580 Word202 Word545,Doc1
Word208 Word209 Word155 Word7,V39420,512.5,Word612,2018-01-01,Word560 Word561 Word612,Doc1
Word73 Word4 Word5,5493,425.0,Word615 Word53,2018-10-31,Word563 Word366 Word562,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80S+11,65.0,Word330 Word99 Word26,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word160 Word161 Word61 Word45 Word39,768-2,58.5,Word60 Word99 Word26,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word254 Word255 Word5,3028,36720.0,Word562,2018-05-31,Word567 Word650 Word9 Word255,Doc1
Word106 Word107 Word7,82585-16,30595.49,Word118 Word991,2018-09-30,Word576 Word51 Word676,Doc3
Word324 Word4,18-594,33348.72,Word700 Word980 Word160 Word883 Word695 Word1522 Word154 Word700 Word1523,2018-01-01,Word567 Word568 Word98 Word578 Word65,Doc1
Word30 Word31,674216,810.0,Word123 Word190,2018-09-30,Word563 Word366 Word562,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80U+11,130.0,Word61,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word44 Word45 Word46,201805-00053-YB0,2570126.23,Word834 Word835 Word46,2018-06-30,Word563 Word589 Word590,NoDoc
Word16 Word17 Word18 Word7,2167,280.8,Word885 Word784 Word785,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80V+11,161.25,,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,2855,140.4,Word783 Word784 Word785,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,5157,640.8,Word885 Word784 Word785,2018-04-30,Word567 Word568 Word569 Word570,Doc1
Word16 Word17 Word18 Word7,4469,1093.2,Word885 Word784 Word785,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3278,753.6,Word785 Word330 Word99 Word764 Word61,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,RZ1151,2520.0,Word884 Word784 Word785,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word241 Word242 Word243 Word143 Word39,2X18UDRBQWW-YSUJLRGZIQ,7500.0,Word1128 Word1129 Word745,2018-10-31,Word571 Word52 Word657 Word658 Word165 Word599 Word659,NoDoc
Word58 Word3 Word4 Word5,12969,575.0,Word711 Word278,2018-05-31,Word563 Word366 Word562,NoDoc
Word328 Word329 Word330 Word331 Word331 Word193,740684,4465.5,Word619 Word791,2018-02-01,Word563 Word619,NoDoc
Word62 Word63 Word18 Word7,214603V,600.0,Word338 Word826,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word215 Word3 Word4 Word39,92734392,10617.5,Word1024 Word1025,2018-07-31,Word567 Word582 Word760 Word761,Doc1
Word48 Word3 Word4 Word5,NJ20173205,222.0,Word1584 Word784 Word785,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word40 Word41 Word4 Word5,1511,1900.0,Word802 Word278 Word803,2018-05-31,Word567 Word568 Word580 Word202 Word545,Doc1
Word8 Word9 Word10 Word11 Word5,4.80G+11,600.0,Word61,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,1674,702.0,Word564 Word9 Word26,2017-12-01,Word563 Word564 Word9 Word26,NoDoc
Word33 Word34 Word35 Word7,108644-834,6304.48,Word895 Word940,2018-05-31,Word563 Word366 Word56 Word4,NoDoc
Word16 Word17 Word18 Word7,YQ1761,180.0,Word941 Word785,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,16751,271.94,Word633 Word575,2018-08-31,Word563 Word575,NoDoc
Word162 Word7,BMM28OXH18,11200.0,Word13 Word794,2018-11-30,Word52 Word330 Word566,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64876,105.0,Word854 Word855 Word654,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word38 Word4 Word39,41467623,3500.0,Word1021 Word1131 Word659,2017-12-01,Word563 Word121 Word579,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80Y+11,60.0,Word61,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word122 Word123 Word21 Word124 Word5,ZRV19592,360.0,Word605 Word1051,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word89 Word44 Word5,67233113,1430.0,Word644 Word608,2018-11-30,Word563 Word608 Word609,NoDoc
Word16 Word17 Word18 Word7,JS2063,1080.0,Word800 Word816 Word338 Word577,2018-11-30,Word563 Word366 Word562,NoDoc
Word16 Word17 Word18 Word7,PH1729,5040.0,Word1744 Word764 Word26,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,2282,648.0,Word330 Word99 Word764 Word780,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,FU1292,2520.0,Word783 Word784 Word785,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3764,1608.0,Word992 Word784 Word785,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80L+11,56.25,Word1209 Word785,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3950,140.4,Word783 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word40 Word41 Word4 Word5,1841,2195.0,Word802 Word278 Word1242 Word803,2018-07-31,Word567 Word582 Word366 Word562,Doc1
Word16 Word17 Word18 Word7,4628,225.0,Word877 Word201,2018-04-30,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,HC104,63090.0,Word190 Word965,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,AL1288,1260.0,Word1023 Word784 Word785,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80U+11,60.0,Word783 Word784 Word568 Word650,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,2467,349.2,Word785 Word330 Word99 Word764 Word61,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word41 Word125 Word34 Word5,101,2529.0,Word1237 Word802 Word857,2018-01-01,Word567 Word582 Word580 Word202 Word545,Doc1
Word16 Word17 Word18 Word7,II116,135.0,Word255 Word791,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word55 Word56 Word57 Word5,58917,13702.11,Word278 Word822 Word593,2018-08-31,Word52 Word330 Word566,NoDoc
Word96 Word3 Word4 Word5,63540,1800.0,,2018-02-01,Word563 Word132 Word610,NoDoc
Word74 Word75 Word44 Word5,GJM00128,-269111.58,Word840 Word841 Word842 Word843,2018-03-01,Word563 Word600 Word601 Word602,NoDoc
Word186 Word4 Word5,11488,55500.0,Word580 Word315 Word794,2018-10-31,Word52 Word330 Word566,NoDoc
Word38 Word4 Word39,20412470,9240.0,Word703 Word659,2018-02-01,Word563 Word121 Word579,NoDoc
Word16 Word17 Word18 Word7,UP491,200.0,Word785 Word948 Word764 Word26,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word24 Word22 Word4 Word5,23112,255.0,Word562,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
